credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,purpose_all_other,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,not.fully.paid
1.0,0.0020081967213114752,0.49856674635196385,0.5816959725529649,0.23598130841121495,0.15416666666666667,0.3626367333426894,0.006283135339199029,0.07865671641791046,0.030303030303030304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.002998633879781422,0.6148928575291789,0.42169239527082936,0.1268357810413885,0.08333333333333337,0.14781751716326658,0.00688361953652559,0.08925373134328358,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.006236338797814207,0.1708871028805694,0.4948676411690851,0.09145527369826435,0.04583333333333339,0.05429242310744889,0.0004894981525793074,0.12597014925373134,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0013661202185792356,0.1864311443313466,0.5268327257352421,0.5367156208277702,0.13333333333333341,0.26974400095012624,0.02467948638308904,0.03462686567164179,0.030303030303030304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0017964480874316947,0.49623027248044826,0.46875026478229853,0.08644859813084112,0.15416666666666667,0.6741905772249487,0.004684604993212458,0.04119402985074627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.005157103825136614,0.3503953616666847,0.5680428870673406,0.2650200267022697,0.04166666666666674,0.10085333028078666,0.017527512529413373,0.08611940298507463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.001284153005464481,0.5075124125174425,0.6000079730659875,0.23531375166889185,0.14166666666666672,0.3127589104136134,0.014023169579222087,0.05164179104477612,0.030303030303030304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.004296448087431694,0.32939954784903785,0.5324510536302032,0.2937249666221629,0.050000000000000044,0.2051428898904399,0.003993841102770593,0.08671641791044776,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.002056010928961749,0.1550726362131816,0.6993005953510296,0.33377837116154874,0.08333333333333337,0.07874692170894364,0.01188875885300064,0.054626865671641794,0.0,0.15384615384615385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0009767759562841535,0.15112442805066686,0.5063336772434166,0.009345794392523366,0.15833333333333333,0.2560563541919126,0.001305328406878153,0.008507462686567165,0.030303030303030304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.005293715846994537,0.2593485997382284,0.35114564370322165,0.4769692923898531,0.04166666666666674,0.06528835690484232,0.0034579607225357165,0.07686567164179105,0.0,0.07692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0009767759562841535,0.15112442805066686,0.6673355107848722,0.009345794392523366,0.13333333333333341,0.2484393792176765,0.0026205958625396424,0.02044776119402985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0009767759562841535,0.15112442805066686,0.6673355107848722,0.12416555407209613,0.16666666666666674,0.37798522426821773,0.07090434576625511,0.001044776119402985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0014139344262295078,0.15270371131567276,0.5680428870673406,0.0767690253671562,0.10833333333333339,0.17009335091124836,0.008032407925066199,0.028955223880597014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0029234972677595634,0.2809285320237542,0.3223997725560406,0.2136181575433912,0.06666666666666665,0.4175591318411285,0.007327563715514606,0.04014925373134328,0.030303030303030304,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0009767759562841535,0.15112442805066686,0.6261253480202842,0.0,0.13750000000000007,0.39802989525304955,0.00501342185712783,0.029104477611940297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.0014139344262295078,0.06787672936926023,0.5816959725529649,0.3781708945260347,0.125,0.3368077430165205,0.006024720070832288,0.019552238805970148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.0018442622950819668,0.15428299458067868,0.5268327257352421,0.5190253671562083,0.12083333333333335,0.26293119910472895,0.05469210069250322,0.034328358208955224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0009767759562841535,0.15112442805066686,0.5606951759077465,0.12783711615487317,0.13333333333333341,0.13493165724444614,0.0030314098789175382,0.010149253731343283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0009767759562841535,0.15112442805066686,0.5447622185407328,0.01034712950600801,0.14583333333333337,0.19248849821517736,0.00017890287810005143,0.0008955223880597015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.003565573770491803,0.16069748071868203,0.5360778025011834,0.040387182910547395,0.050000000000000044,0.21826021805281817,0.022516086764582863,0.02402985074626866,0.09090909090909091,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.002704918032786885,0.15747401213668372,0.4629025566029279,0.26802403204272357,0.07916666666666672,0.23715947926708814,0.023463609415260912,0.07253731343283583,0.030303030303030304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.002274590163934426,0.155873094854349,0.6522427244070708,0.3981975967957276,0.08750000000000002,0.24740851042417084,0.05016569222575887,0.05850746268656717,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.0014139344262295078,0.15270371131567276,0.6522427244070708,0.18524699599465952,0.10833333333333339,0.21992106222013283,0.0339037519080903,0.03925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.0009767759562841535,0.15112442805066686,0.594160263454127,0.07643524699599466,0.13750000000000007,0.19248849821517736,0.0069399408129644955,0.025223880597014924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0018442622950819668,0.08578969571754629,0.36945764249725666,0.4853137516688918,0.1166666666666667,0.13063637060483935,0.0030314098789175382,0.011641791044776119,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0029234972677595634,0.08819107164104839,0.6673355107848722,0.0,0.054166666666666696,0.20623102917247363,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.003565573770491803,0.16069748071868203,0.395575018884043,0.6221628838451269,0.07500000000000007,0.28698480428652706,0.013119544394003773,0.07029850746268657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.00162568306010929,0.16371542613605633,0.5249098918938284,0.47963951935914545,0.15416666666666667,0.3110932936674078,0.005668570822762741,0.021492537313432838,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.001195355191256831,0.16542451350503531,0.2062348512231491,0.10013351134846461,0.125,0.37117003613337496,0.001094123620232259,0.024626865671641792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,0.00162568306010929,0.15690071067746925,0.40482009564998434,0.49332443257676895,0.13333333333333341,0.2405384380902455,0.003923439507221961,0.035671641791044775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.002056010928961749,0.1550726362131816,0.5229608964923143,0.3324432576769025,0.09166666666666667,0.16671439208809102,0.019454859739315315,0.05611940298507463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0009767759562841535,0.17633887524743908,0.6000079730659875,0.009012016021361816,0.15000000000000002,0.4186472711231622,0.002333191701888171,0.015223880597014924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0009767759562841535,0.15112442805066686,0.4536574798369868,0.03738317757009346,0.14166666666666672,0.3223206957083591,0.0014767769983907023,0.0,0.030303030303030304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0029234972677595634,0.3334991941328545,0.3824633457601898,0.3571428571428571,0.08333333333333337,0.06872697250597326,0.0029270498666925083,0.08119402985074627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,0.003135245901639344,0.8631756574037016,0.4629025566029279,0.13518024032042722,0.125,0.14609701621797835,0.0020060313461033544,0.03477611940298508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,0.002704918032786885,0.10514132421820072,0.28118961079419535,0.5487316421895861,0.08333333333333337,0.08424488860764034,0.0023721196429562375,0.061343283582089556,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,0.00680327868852459,0.08568152563090203,0.47491849254073304,0.41955941255006673,0.012500000000000067,0.07044508716181598,0.002546881250729899,0.13776119402985074,0.030303030303030304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.003135245901639344,0.41431306586476574,0.4948676411690851,0.5714285714285714,0.11250000000000004,0.7920508561545024,0.014257565479695766,0.01208955223880597,0.06060606060606061,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0037841530054644823,0.02588510173396649,0.33749255836084635,0.06809078771695594,0.04166666666666674,0.05498205525923147,0.0009549769372655523,0.11313432835820895,0.06060606060606061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.005075136612021859,0.7165294709401063,0.6212689857697338,0.338785046728972,0.05833333333333335,0.23085733923955262,0.034516659916396034,0.11059701492537313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.004433060109289617,0.4172120241868314,0.5268327257352421,0.5006675567423231,0.05833333333333335,0.24626548694305456,0.035647226715500524,0.13940298507462687,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.002486338797814208,0.20528519043343751,0.4948676411690851,0.2576769025367156,0.08333333333333337,0.1211270832197308,0.0027845901674646897,0.10343283582089552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.004002732240437159,0.4132962670503099,0.5063336772434166,0.23831775700934577,0.05833333333333335,0.48972233367596835,0.009829719246719493,0.1073134328358209,0.0,0.15384615384615385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0009767759562841535,0.15112442805066686,0.4367851802161413,0.08511348464619492,0.13333333333333341,0.4587938835813538,0.0021219869152422767,0.020895522388059702,0.06060606060606061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0029234972677595634,0.10570380866875076,0.33749255836084635,0.050066755674232306,0.05833333333333335,0.07050235765034407,0.001558774150853226,0.04835820895522388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.004002732240437159,0.09061408158187935,0.4222999127365785,0.24933244325767687,0.04583333333333339,0.13579071457236752,0.000881262325455809,0.10582089552238808,0.06060606060606061,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0014139344262295078,0.10180968554955815,0.5651488710226702,0.2843791722296395,0.1166666666666667,0.2749556154061825,0.0053273301478681985,0.008955223880597015,0.0,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.003135245901639344,0.018259110625547612,0.41346237213888637,0.482977303070761,0.0625,0.05332121109191684,0.0037147194827719015,0.05507462686567164,0.030303030303030304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.002704918032786885,0.10514132421820072,0.5324510536302032,0.3691588785046729,0.07500000000000007,0.2749556154061825,0.013508823804684439,0.030597014925373135,0.0,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.002486338797814208,0.15667355349551634,0.6056262995284587,0.28538050734312415,0.08333333333333337,0.32993767068259516,0.017367659494814714,0.060000000000000005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.005293715846994537,0.3514446115071338,0.4176569456174424,0.5801068090787717,0.07916666666666672,0.14437890156213562,0.018398007552020566,0.09835820895522389,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.001195355191256831,0.15191406968316984,0.6842078089732277,0.2162883845126836,0.1166666666666667,0.29557299127629516,0.0017890287810005143,0.003432835820895522,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.0009767759562841535,0.15112442805066686,0.5169495679024845,0.1522029372496662,0.16666666666666674,0.5515171907977783,0.000673370555071027,0.0014925373134328358,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0014139344262295078,0.23751987625342086,0.6261253480202842,0.09078771695594126,0.12083333333333335,0.28767205014886416,0.019611399757652862,0.036417910447761194,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.002704918032786885,0.2621177539563209,0.4629025566029279,0.5050066755674232,0.09166666666666667,0.14094505853989567,0.009350160142923522,0.07134328358208955,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.006154371584699455,0.22683267169297003,0.676356584832883,0.21528704939919893,0.054166666666666696,0.3471188172410224,0.046722640076398154,0.11238805970149253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.002486338797814208,0.06986705896351424,0.5268327257352421,0.6675567423230975,0.13333333333333341,0.27157665658302516,0.00022280034355978627,0.0056716417910447755,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.0,0.0046448087431694,0.0739126202040088,0.40482009564998434,0.6675567423230975,0.05833333333333335,0.3042804918220105,0.0028226898544674783,0.05238805970149254,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.0,0.003565573770491803,0.5319696691077049,0.4367851802161413,0.45060080106809075,0.08333333333333337,0.2972338354436098,0.005394418727155717,0.05119402985074627,0.09090909090909091,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,0.0009767759562841535,0.11751598213030169,0.4367851802161413,0.1151535380507343,0.13333333333333341,0.08939923257516852,0.00027332384154174526,0.016417910447761194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,0.0018442622950819668,0.05154304628598008,0.5169495679024845,0.20260347129506007,0.08333333333333337,0.13579071457236752,0.004942192007513921,0.02955223880597015,0.030303030303030304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0033538251366120224,0.1245254037448484,0.3223997725560406,0.6008010680907877,0.07916666666666672,0.11528787967931102,0.004582729743183262,0.11880597014925372,0.030303030303030304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.001195355191256831,0.08437266758250675,0.6000079730659875,0.07142857142857142,0.125,0.46910495780585565,0.017434748074102235,0.0014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.001195355191256831,0.08437266758250675,0.46875026478229853,0.17857142857142855,0.125,0.46910495780585565,0.017434748074102235,0.001044776119402985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0018442622950819668,0.07894252923296594,0.594160263454127,0.5006675567423231,0.10833333333333339,0.1630514671117387,0.006754411902342219,0.022238805970149253,0.030303030303030304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.002486338797814208,0.12195095568271551,0.5680428870673406,0.5006675567423231,0.09166666666666667,0.1630514671117387,0.006754411902342219,0.022238805970149253,0.030303030303030304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0018442622950819668,0.08578969571754629,0.49956474923790006,0.4082109479305741,0.10416666666666674,0.14609701621797835,0.0030463184520925423,0.04582089552238806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.0042144808743169405,0.17753956320919015,0.4176569456174424,0.23698264352469958,0.04166666666666674,0.15835528705243526,0.0016896382931671525,0.05402985074626866,0.06060606060606061,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.006372950819672132,0.4633790171665928,0.4948676411690851,0.651535380507343,0.04583333333333339,0.14443617205066372,0.0273936749550051,0.10268656716417911,0.06060606060606061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.001195355191256831,0.1181433686328383,0.4991019089383042,0.11548731642189586,0.11250000000000004,0.13401532942799668,0.0015885912972032346,0.025522388059701494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.006372950819672132,0.6799896156716821,0.5529501021220287,0.17489986648865152,0.04166666666666674,0.09111973352045674,0.01853549772685672,0.09283582089552239,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.002486338797814208,0.6775233376961936,0.56219517888797,0.09546061415220293,0.10416666666666674,0.11517333870225487,0.008527703856102452,0.06343283582089553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0037841530054644823,0.09636873019135289,0.29628239659900113,0.4085447263017356,0.050000000000000044,0.06362751273752768,0.0023746044051520714,0.08223880597014925,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.003565573770491803,0.15359070602615552,0.395575018884043,0.4125500667556742,0.05833333333333335,0.09111973352045674,0.010195807543572376,0.12850746268656715,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0018442622950819668,0.3982822590240895,0.6261253480202842,0.16021361815754337,0.12916666666666665,0.7543096042144906,0.051286319976080026,0.05835820895522388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.003565573770491803,0.21842785596071262,0.5497308879868077,0.6008010680907877,0.07500000000000007,0.20308353859287415,0.01386331654462343,0.038955223880597016,0.06060606060606061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0014139344262295078,0.3053857886140167,0.5018567829571725,0.1164886515353805,0.15000000000000002,0.32988040019406706,0.033448212172187394,0.013731343283582088,0.030303030303030304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.001195355191256831,0.15191406968316984,0.4536574798369868,0.16688918558077437,0.125,0.1117943798790975,0.0011255972747128236,0.00835820895522388,0.06060606060606061,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0037841530054644823,0.3399569483055156,0.6842078089732277,0.6675567423230975,0.09583333333333333,0.5791788367568461,0.08903814027145199,0.06686567164179104,0.06060606060606061,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0014139344262295078,0.32234685819983344,0.6465607166132599,0.024032042723631505,0.14583333333333337,0.448487581935743,0.0025294879153590607,0.00835820895522388,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0014139344262295078,0.3053857886140167,0.5529501021220287,0.08144192256341788,0.15000000000000002,0.48903270152418576,0.033448212172187394,0.014328358208955224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.002274590163934426,0.24227936006576745,0.5576472101908441,0.32242990654205606,0.15000000000000002,0.24912901136945909,0.10601652035558604,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.000765027322404372,0.0499745800296386,0.5917526607601951,0.014352469959946594,0.13333333333333341,0.3297085887284828,0.003900248393394177,0.027611940298507463,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.004002732240437159,0.08523802827566065,0.4536574798369868,0.09345794392523363,0.04583333333333339,0.3024478361891116,0.0023605240860423453,0.11194029850746269,0.0,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.006154371584699455,0.06274946726232329,0.56219517888797,0.5637516688918558,0.07500000000000007,0.22341456202034635,4.224095732917881e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0014139344262295078,0.32234685819983344,0.6261253480202842,0.19492656875834444,0.15000000000000002,0.29700475348949745,0.030771295033208846,0.0055223880597014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.002274590163934426,0.5706296580743562,0.5268327257352421,0.31875834445927903,0.125,0.31619036714640786,0.003179667356602303,0.02477611940298508,0.030303030303030304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0014139344262295078,0.32234685819983344,0.5447622185407328,0.10380507343124165,0.15416666666666667,0.29694748300096935,0.030771295033208846,0.0055223880597014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.0042144808743169405,0.2711824072171082,0.5169495679024845,0.3404539385847797,0.050000000000000044,0.1958650707488892,0.021769001597702092,0.05895522388059701,0.0,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0029234972677595634,0.21085594989561585,0.4536574798369868,0.1959279038718291,0.06666666666666665,0.0895137735522247,0.004644020544013835,0.06298507462686567,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.004433060109289617,0.23633000530033427,0.3575133124240264,0.1672229639519359,0.04166666666666674,0.05332121109191684,0.0008787775632599749,0.12223880597014926,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0029234972677595634,0.33351001114151896,0.594160263454127,0.48064085447263016,0.09166666666666667,0.2577744688477553,0.04699513566387462,0.11567164179104478,0.030303030303030304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.003135245901639344,0.238287883868595,0.487519930009491,0.24098798397863816,0.9166666666666667,0.30582679501226895,0.03362545854215689,0.1153731343283582,0.030303030303030304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.005724043715846995,0.36404642660118774,0.5209850175558715,0.5951268357810413,0.0625,0.06362751273752768,0.0031597892590356307,0.009701492537313432,0.030303030303030304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0009767759562841535,0.10994407606520494,0.594160263454127,0.0,0.13333333333333341,0.21482160245168724,0.0,0.0,0.030303030303030304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
